coffee_id,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Defects,Total Cup Points
134,8,7.58,7.83,7.75,7.75,7.75,10,10,10,8,,84.67
135,8.08,7.83,7.75,7.83,7.92,8,10,10,9.33,7.92,,84.67
136,8,7.92,7.75,7.75,7.75,7.75,10,10,10,7.75,,84.67
137,7.75,7.83,7.75,7.83,7.75,7.83,10,10,10,7.92,,84.67
138,7.75,7.92,7.83,8,7.58,7.75,10,10,10,7.83,,84.67
139,8,7.83,7.67,7.83,7.67,8,10,10,10,7.67,,84.67
140,7.67,7.83,7.67,8,7.67,7.83,10,10,10,8,,84.67
141,7.83,7.58,7.67,7.92,7.92,7.83,10,10,10,7.92,,84.67
142,7.92,7.83,7.75,7.92,7.67,7.75,10,10,10,7.83,,84.67
143,7.67,7.83,7.75,7.75,7.92,7.83,10,10,10,7.92,,84.67
144,7.42,7.75,7.75,8,8,7.92,10,10,10,7.83,,84.67
145,7.92,7.75,7.83,7.75,7.58,7.92,10,10,10,7.83,,84.58
146,7.83,7.67,7.58,7.92,7.67,7.83,10,10,10,8.08,,84.58
147,7.92,7.83,7.58,8,7.83,7.67,10,10,10,7.75,,84.58
148,7.83,7.83,7.83,7.75,7.58,7.83,10,10,10,7.92,,84.58
149,7.75,7.83,7.67,7.92,7.75,7.83,10,10,10,7.83,,84.58
150,8,7.92,7.67,7.58,7.58,7.67,10,10,10,8.17,,84.58
151,7.67,7.67,7.58,7.75,7.58,8.5,10,10,10,7.83,,84.58
152,7.75,7.75,7.83,7.75,7.58,8,10,10,10,7.92,,84.58
153,7.75,7.75,7.75,8.08,7.75,7.75,10,10,10,7.75,,84.58
154,7.67,7.83,7.83,8,7.58,7.92,10,10,10,7.75,,84.58
155,7.75,7.83,7.75,8,7.83,7.67,10,10,10,7.75,,84.58
156,7.42,7.67,7.75,7.75,8.08,7.83,10,10,10,8.08,,84.58
157,8,8,7.75,7.75,7.58,7.75,10,10,10,7.75,,84.58
158,8.5,8,7.5,7.75,7.5,7.83,10,10,10,7.5,,84.58
159,7.92,7.67,7.92,7.75,7.67,7.58,10,10,10,8,,84.5
160,7.92,7.75,7.67,7.75,7.83,7.75,10,10,10,7.83,,84.5
161,7.75,7.92,7.67,7.83,7.75,7.67,10,10,10,7.92,,84.5
162,7.92,7.83,7.83,7.83,7.58,7.58,10,10,10,7.92,,84.5
163,8.08,7.67,7.83,7.83,7.67,7.67,10,10,10,7.75,,84.5
164,7.67,8,7.75,7.83,7.75,7.58,10,10,10,7.92,,84.5
165,8.17,7.83,7.67,7.83,7.67,7.83,10,10,10,7.5,,84.5
166,7.92,7.83,7.67,8,7.67,7.75,10,10,10,7.67,,84.5
167,8,7.92,7.42,8.08,7.5,7.67,10,10,10,7.92,,84.5
168,7.92,7.83,7.75,7.75,7.75,7.83,10,10,10,7.67,,84.5
169,7.67,8,7.67,8,7.5,7.83,10,10,10,7.83,,84.5
170,7.81,7.81,7.88,7.75,7.38,8.25,9.5,10,10,8.13,,84.5
171,8.17,7.67,7.75,7.75,7.67,7.75,10,10,10,7.75,,84.5
172,7.58,7.83,7.83,8,7.67,7.58,10,10,10,7.92,,84.42
173,7.67,7.67,7.83,7.58,7.83,7.83,10,10,10,8,,84.42
174,7.92,7.83,7.75,7.67,7.92,7.67,10,10,10,7.67,,84.42
175,7.92,7.75,7.67,7.92,7.67,7.75,10,10,10,7.75,,84.42
176,7.83,7.83,7.75,8,7.5,7.75,10,10,10,7.75,,84.42
177,7.92,7.92,7.5,7.83,7.5,7.92,10,10,10,7.83,,84.42
178,7.75,7.92,7.75,7.67,7.83,7.67,10,10,10,7.83,,84.42
179,7.5,7.75,7.83,7.92,7.92,7.75,10,10,10,7.75,,84.42
180,7.33,7.58,7.83,7.75,7.75,7.92,10,10,10,8.17,,84.33
181,7.92,8,7.75,7.67,7.67,7.75,10,10,10,7.58,,84.33
182,7.58,7.75,7.5,7.83,7.67,8.5,10,10,10,7.5,,84.33
183,7.58,7.92,7.58,7.75,7.92,7.75,10,10,10,7.83,,84.33
184,7.67,7.67,7.75,7.83,7.75,7.83,10,10,10,7.83,,84.33
185,7.75,7.67,8,7.67,8.08,7.83,10,10,10,7.33,,84.33
186,7.75,7.58,7.33,7.83,7.58,8.08,10,10,10,8.17,,84.33
187,8,7.75,7.75,7.83,7.5,7.67,10,10,10,7.83,,84.33
188,8.17,8,7.5,7.75,7.5,7.67,10,10,10,7.75,,84.33
189,8,8,7.5,7.5,7.67,7.75,10,10,10,7.92,,84.33
190,7.75,7.75,7.92,7.75,7.5,7.92,10,10,10,7.75,,84.33
191,7.5,7.67,7.75,7.67,7.92,7.92,10,10,10,7.92,,84.33
192,7.92,7.75,7.75,7.67,7.67,7.83,10,10,10,7.67,,84.25
193,7.83,7.75,7.75,7.42,7.83,7.67,10,10,10,8,,84.25
194,7.83,7.58,7.75,7.58,7.67,8,10,10,10,7.83,,84.25
195,7.75,7.75,7.58,7.92,7.75,7.75,10,10,10,7.75,,84.25
196,7.75,7.92,7.5,8.08,7.58,7.67,10,10,10,7.75,,84.25
197,7.83,7.83,7.58,7.75,7.75,7.75,10,10,10,7.75,,84.25
198,7.67,7.67,7.75,7.75,7.67,7.92,10,10,10,7.83,,84.25
199,7.83,7.67,7.75,7.58,7.92,7.75,10,10,10,7.75,,84.25
200,7.83,7.75,7.83,7.58,7.67,7.75,10,10,10,7.83,,84.25
201,7.42,7.67,7.83,7.75,7.92,7.83,10,10,10,7.83,,84.25
202,7.83,7.67,7.75,7.83,7.67,7.67,10,10,10,7.83,,84.25
203,7.83,7.75,7.75,7.75,7.67,7.75,10,10,10,7.75,,84.25
204,7.83,7.83,7.5,7.92,7.58,7.75,10,10,10,7.83,,84.25
205,7.58,7.5,7.75,7.83,7.92,7.83,10,10,10,7.83,,84.25
206,7.33,7.92,7.92,7.92,7.92,8.08,10,10,9.33,7.83,,84.25
207,7.83,7.92,7.67,7.83,7.5,7.75,10,10,10,7.75,,84.25
208,7.83,7.83,7.75,7.67,7.83,7.58,10,10,10,7.75,,84.25
209,7.83,7.92,7.67,7.75,7.5,7.75,10,10,10,7.83,,84.25
210,8.17,7.75,7.58,7.67,7.83,7.58,10,10,10,7.67,,84.25
211,7.75,7.83,7.58,7.83,7.67,7.75,10,10,10,7.75,,84.17
212,7.83,7.75,7.58,7.67,7.75,7.83,10,10,10,7.75,,84.17
213,7.92,7.75,7.67,7.67,7.5,7.67,10,10,10,8,,84.17
214,7.75,7.75,7.58,8,7.67,7.83,10,10,10,7.58,,84.17
215,7.75,7.92,7.58,7.92,7.67,7.67,10,10,10,7.67,,84.17
216,7.58,7.83,7.58,7.83,7.83,7.67,10,10,10,7.83,,84.17
217,8,7.5,7.5,7.67,8,7.83,10,10,10,7.67,,84.17
218,7.67,7.83,7.83,7.5,7.67,7.83,10,10,10,7.83,,84.17
219,7.67,7.75,7.75,7.67,7.83,7.75,10,10,10,7.75,,84.17
220,7.67,7.75,7.67,7.75,7.5,8,10,10,10,7.83,,84.17
221,7.5,7.92,7.58,7.83,7.75,7.83,10,10,10,7.75,,84.17
222,7.92,7.75,7.75,7.75,7.75,7.58,10,10,10,7.67,,84.17
223,7.67,7.5,7.67,7.42,7.83,8.58,10,10,10,7.5,,84.17
224,7.67,7.75,7.67,7.75,7.75,7.75,10,10,10,7.83,,84.17
225,7.58,7.75,7.75,7.75,7.75,7.83,10,10,10,7.75,,84.17
226,7.58,7.83,7.75,7.67,7.67,8,10,10,10,7.67,,84.17
227,7.92,7.75,7.67,7.67,7.83,7.92,10,10,10,7.42,,84.17
228,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10,10,7.92,,84.17
229,7.75,7.75,7.75,7.75,7.83,7.75,10,10,10,7.58,,84.17
230,7.83,7.5,7.5,8,7.83,7.83,10,10,10,7.67,,84.17
231,7.83,7.75,7.5,7.83,7.83,7.75,10,10,10,7.67,,84.17
232,7.81,7.88,7.56,7.75,7.63,7.75,10,10,10,7.75,,84.13
233,7.83,7.5,7.42,7.5,7.83,8.5,10,10,10,7.5,,84.08
234,7.58,7.67,7.67,7.67,7.75,7.83,10,10,10,7.92,,84.08
235,8,7.75,7.5,7.58,7.92,7.67,10,10,10,7.67,,84.08
236,7.92,7.75,7.67,7.75,7.67,7.67,10,10,10,7.67,,84.08
237,7.58,7.75,7.67,8,7.75,7.67,10,10,10,7.67,,84.08
238,7.83,7.75,7.83,7.83,7.42,8.08,9.33,10,10,8,,84.08
239,7.67,7.75,7.67,7.75,7.67,7.75,10,10,10,7.83,,84.08
240,7.92,7.92,7.83,8,7.92,7.92,10,10,8.67,7.92,,84.08
241,7.58,7.75,7.67,7.75,7.83,7.75,10,10,10,7.67,,84
242,7.83,7.75,7.67,7.75,7.33,7.75,10,10,10,7.92,,84
243,7.42,7.83,7.75,7.92,7.75,7.58,10,10,10,7.75,,84
244,7.67,7.83,7.58,7.92,7.75,7.67,10,10,10,7.58,,84
245,7.67,7.67,7.83,7.58,7.58,7.83,10,10,10,7.83,,84
246,7.92,7.67,7.42,7.92,7.75,7.83,10,10,10,7.5,,84
247,7.75,7.83,7.5,7.83,7.58,7.67,10,10,10,7.83,,84
248,7.67,7.75,7.67,7.67,7.67,7.75,10,10,10,7.83,,84
249,7.58,7.42,7.75,7.92,7.75,7.92,10,10,10,7.67,,84
250,7.67,7.67,7.5,7.5,7.67,7.67,10,10,10,8.33,,84
251,7.75,7.75,7.5,7.58,7.67,7.92,10,10,10,7.83,,84
252,7.58,7.83,7.67,7.25,8,7.75,10,10,10,7.92,,84
253,7.67,7.83,7.67,7.75,7.67,7.75,10,10,10,7.67,,84
254,7.67,7.83,7.5,7.75,7.92,7.67,10,10,10,7.67,,84
255,7.92,8.17,8.17,8.42,8.08,8.17,8.67,8.67,9.33,8.42,,84
256,7.67,7.75,7.67,7.75,7.83,7.67,10,10,10,7.67,,84
257,7.92,7.75,7.58,7.67,7.67,7.83,10,10,10,7.58,,84
258,7.58,7.75,7.58,7.75,7.58,7.75,10,10,10,8,,84
259,7.5,7.75,7.58,7.5,7.58,7.5,10,10,10,8.5,,83.92
260,7.83,7.83,7.58,7.92,7.42,7.5,10,10,10,7.83,,83.92
261,7.67,7.75,7.5,7.67,7.67,7.83,10,10,10,7.83,,83.92
262,7.58,7.67,7.67,7.75,7.58,7.83,10,10,10,7.83,,83.92
263,7.83,7.75,7.83,7.75,7.83,7.75,9.33,10,10,7.83,,83.92
264,7.75,7.67,7.5,7.75,7.83,7.75,10,10,10,7.67,,83.92
265,7.75,7.58,7.5,7.83,7.75,7.92,10,10,10,7.58,,83.92
266,7.75,7.75,7.58,7.75,7.75,7.67,10,10,10,7.67,,83.92
267,7.92,7.67,7.5,7.83,7.58,7.67,10,10,10,7.75,,83.92
268,7.83,7.75,7.58,7.58,7.75,7.75,10,10,10,7.67,,83.92
269,7.75,7.58,7.67,7.83,7.83,7.67,10,10,10,7.58,,83.92
270,8,7.92,7.92,7.92,7.67,7.33,10,10,10,7.17,,83.92
271,7.67,7.83,7.67,7.75,7.67,7.83,10,10,10,7.5,,83.92
272,7.67,7.75,7.58,7.67,7.75,7.83,10,10,10,7.67,,83.92
273,7.5,7.67,7.58,7.83,7.75,7.75,10,10,10,7.83,,83.92
274,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10,10,7.75,,83.92
275,7.92,7.58,7.5,7.83,7.58,7.67,10,10,10,7.75,,83.83
276,7.83,7.67,7.5,7.75,7.75,7.75,10,10,10,7.58,,83.83
277,7.67,7.67,7.75,7.67,7.5,7.75,10,10,10,7.83,,83.83
278,7.75,7.75,7.5,7.75,7.83,7.58,10,10,10,7.67,,83.83
279,7.75,7.67,7.5,7.75,7.75,7.67,10,10,10,7.75,,83.83
280,7.25,7.58,7.42,8,7.75,7.83,10,10,10,8,,83.83
281,7.67,7.75,7.67,7.75,7.42,7.75,10,10,10,7.83,,83.83
282,7.75,7.75,7.67,7.67,7.58,7.67,10,10,10,7.75,,83.83
283,7.67,7.67,7.58,7.5,7.83,8.17,10,10,9.33,8.08,,83.83
284,7.83,7.42,7.5,7.83,7.75,7.83,10,10,10,7.67,,83.83
285,7.58,7.83,7.33,8,7.58,7.75,10,10,10,7.75,,83.83
286,7.92,7.5,7.33,7.67,8.17,7.5,10,10,10,7.75,,83.83
287,7.5,7.67,7.58,7.75,7.83,7.83,10,10,10,7.67,,83.83
288,7.67,7.58,7.58,7.83,7.58,7.67,10,10,10,7.92,,83.83
289,7.5,7.83,7.5,7.83,7.83,7.67,10,10,10,7.67,,83.83
290,7.67,8,7.67,7.42,7.67,7.5,10,10,10,7.92,,83.83
291,7.67,7.58,7.5,7.75,7.75,7.75,10,10,10,7.83,,83.83
292,7.83,7.83,7.58,7.67,7.5,7.58,10,10,10,7.83,,83.83
293,7.75,7.75,7.58,8,7.67,7.58,10,10,10,7.5,,83.83
294,7.5,7.83,7.58,7.58,7.75,7.83,10,10,10,7.75,,83.83
295,7.58,7.83,7.58,8,7.83,7.5,10,10,10,7.5,,83.83
296,7.75,7.58,7.5,7.58,7.75,7.75,10,10,10,7.83,,83.75
297,7.67,7.67,7.58,7.75,7.67,7.67,10,10,10,7.75,,83.75
298,7.83,7.83,7.58,7.58,7.58,7.58,10,10,10,7.75,,83.75
299,7.67,7.67,7.58,7.58,7.67,7.83,10,10,10,7.75,,83.75
300,7.92,7.75,7.5,7.67,7.75,7.5,10,10,10,7.67,,83.75
301,7.83,7.75,7.67,7.5,7.58,7.67,10,10,10,7.75,,83.75
302,7.75,7.67,7.5,7.67,7.58,7.83,10,10,10,7.75,,83.75
303,8,7.92,7.58,7.75,7.33,7.5,10,10,10,7.67,,83.75
304,7.83,7.83,7.83,7.67,8,8.17,9.33,9.33,10,7.75,,83.75
305,7.67,7.67,7.67,7.92,7.5,7.67,10,10,10,7.67,,83.75
306,7.67,7.42,7.42,7.42,8,8.33,10,10,10,7.5,,83.75
307,7.58,7.67,7.75,7.67,7.67,7.67,10,10,10,7.75,,83.75
308,7.75,7.67,7.75,7.58,7.42,8,10,10,10,7.58,,83.75
309,7.25,7.42,7.67,7.58,7.83,8.25,10,10,10,7.75,,83.75
310,7.83,7.58,7.58,7.5,7.75,7.67,10,10,10,7.83,,83.75
311,7.67,7.58,7.58,7.67,7.75,7.75,10,10,10,7.75,,83.75
312,7.83,7.83,7.58,7.33,7.42,7.67,10,10,10,8.08,,83.75
313,7.75,7.67,7.25,7.25,7.58,8.5,10,10,10,7.75,,83.75
314,7.83,7.67,7.75,7.67,7.58,7.5,10,10,10,7.75,,83.75
315,7.67,7.83,7.5,7.67,7.67,7.5,10,10,10,7.83,,83.67
316,8.08,7.67,7.67,7.58,7.25,7.67,10,10,10,7.75,,83.67
317,7.5,7.5,7.67,7.67,8,8,10,10,10,7.33,,83.67
318,7.67,7.75,7.67,7.67,7.83,7.58,10,10,10,7.5,,83.67
319,7.58,7.75,7.58,7.75,7.58,7.58,10,10,10,7.83,,83.67
320,7.5,7.67,7.33,7.92,7.83,7.67,10,10,10,7.75,,83.67
321,7.33,7.67,7.67,7.5,7.67,7.5,10,10,10,8.33,,83.67
322,7.5,7.75,7.58,7.83,7.67,7.58,10,10,10,7.75,,83.67
323,7.5,7.75,7.5,7.75,7.67,7.67,10,10,10,7.83,,83.67
324,8,7.5,7.33,8,8,8,9.33,10,10,7.5,,83.67
325,7.83,7.75,7.67,7.58,7.58,7.67,10,10,10,7.58,,83.67
326,7.67,7.67,7.67,7.67,7.33,7.75,10,10,10,7.92,,83.67
327,7.67,7.67,7.42,7.67,8,7.75,10,10,10,7.5,,83.67
328,7.83,7.67,7.33,7.67,7.67,7.83,10,10,10,7.67,,83.67
329,7.75,7.75,7.58,7.83,7.17,7.75,10,10,10,7.83,,83.67
330,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,8,,83.67
331,7.67,8.17,7.5,7.42,7.58,7.83,10,10,10,7.5,,83.67
332,7.67,7.5,7.5,7.33,7.83,8.25,10,10,10,7.58,,83.67
333,8.17,7.67,7.58,7.58,7.42,7.67,10,10,10,7.58,,83.67
334,7.67,7.5,7.33,8,7.67,7.67,10,10,10,7.83,,83.67
335,7.75,8,7.92,8.08,7.75,8,9.33,9.33,9.33,8.17,,83.67
336,7.58,7.67,7.58,7.58,7.67,7.58,10,10,10,7.92,,83.58
337,7.75,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,,83.58
338,7.75,7.75,7.58,7.58,7.67,7.58,10,10,10,7.67,,83.58
339,7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,7.75,,83.58
340,7.67,7.75,7.58,7.67,7.75,7.58,10,10,10,7.58,,83.58
341,7.75,7.75,7.58,7.58,7.5,7.67,10,10,10,7.75,,83.58
342,7.75,7.67,7.58,7.67,7.5,7.67,10,10,10,7.75,,83.58
343,7.67,7.67,7.42,7.75,7.75,7.67,10,10,10,7.67,,83.58
344,7.67,7.58,7.67,7.67,7.67,7.67,10,10,10,7.67,,83.58
345,7.67,7.58,7.67,7.58,7.67,7.75,10,10,10,7.67,,83.58
346,7.75,7.58,7.5,7.58,7.75,7.83,10,10,10,7.58,,83.58
347,7.75,7.75,7.75,7.75,7.5,7.58,10,10,10,7.5,,83.58
348,7.67,7.67,7.58,7.67,7.75,7.58,10,10,10,7.67,,83.58
349,7.83,7.67,7.58,7.58,7.67,7.58,10,10,10,7.67,,83.58
350,7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,7.75,,83.58
351,7.83,7.75,7.5,7.75,7.5,7.58,10,10,10,7.67,,83.58
352,7.75,7.58,7.58,7.75,7.75,7.5,10,10,10,7.58,,83.5
353,7.58,7.58,7.17,7.17,7,7,10,10,10,10,,83.5
354,7.92,7.42,7.5,7.67,7.5,7.67,10,10,10,7.83,,83.5
355,7.75,7.58,7.58,7.5,7.75,7.75,10,10,10,7.58,,83.5
356,7.67,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,,83.5
357,7.58,7.58,7.58,7.58,7.75,7.67,10,10,10,7.75,,83.5
358,7.75,7.67,7.58,7.67,7.67,7.58,10,10,10,7.58,,83.5
359,7.25,7.67,7.58,7.92,7.83,7.58,10,10,10,7.67,,83.5
360,7.67,7.75,7.5,7.58,7.75,7.67,10,10,10,7.58,,83.5
361,7.67,7.42,7.67,7.83,7.58,7.67,10,10,10,7.67,,83.5
362,8,7.58,7.25,7.58,7.92,7.58,10,10,10,7.58,,83.5
363,7.58,7.75,7.5,7.83,7.42,7.67,10,10,10,7.75,,83.5
364,7.75,7.58,7.33,7.5,7.83,7.83,10,10,10,7.67,,83.5
365,7.67,7.5,7.67,7.5,7.67,7.67,10,10,10,7.83,,83.5
366,7.58,7.75,7.42,7.67,7.75,7.67,10,10,10,7.67,,83.5
367,7.58,7.67,7.58,7.75,7.58,7.75,10,10,10,7.58,,83.5
368,7.83,7.58,7.25,7.5,7.5,7.42,10,10,10,8.42,,83.5
369,7.67,7.75,7.67,7.75,7.58,7.5,10,10,10,7.58,,83.5
370,7.75,7.67,7.67,7.75,7.33,7.5,10,10,10,7.83,,83.5
371,7.83,7.5,7.5,8,7.67,7.5,10,10,10,7.5,,83.5
372,7.67,7.58,7.58,7.67,7.67,7.67,10,10,10,7.67,,83.5
373,7.5,7.5,7.75,7.5,8,7.67,10,10,10,7.58,,83.5
374,7.5,7.67,7.58,7.92,7.58,7.67,10,10,10,7.58,,83.5
375,7.83,7.58,7.58,7.58,7.75,7.58,10,10,10,7.58,,83.5
376,7.5,7.58,7.58,7.5,7.75,7.83,10,10,10,7.67,,83.42
377,7.67,7.75,7.5,7.58,7.58,7.67,10,10,10,7.67,,83.42
378,7.67,7.67,7.5,7.67,7.67,7.58,10,10,10,7.67,,83.42
379,7.58,7.5,7.42,7.92,7.5,7.67,10,10,10,7.83,,83.42
380,7.67,7.67,7,7.08,7,7,10,10,10,10,,83.42
381,7.58,7.75,7.33,7.75,7.67,7.58,10,10,10,7.75,,83.42
382,7.5,7.58,7.75,7.5,7.75,7.67,10,10,10,7.67,,83.42
383,7.58,7.5,7.75,7.58,7.75,7.67,10,10,10,7.58,,83.42
384,7.58,7.67,7.58,7.67,7.58,7.67,10,10,10,7.67,,83.42
385,7.33,7.83,7.75,7.5,7.42,7.83,10,10,10,7.75,,83.42
386,7.75,7.67,7.58,7.67,7.58,7.58,10,10,10,7.58,,83.42
387,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10,10,7.58,,83.42
388,7.75,7.83,7.33,7.83,7.5,7.67,10,10,10,7.5,,83.42
389,7.67,7.75,7.5,7.83,7.58,7.5,10,10,10,7.58,,83.42
390,7.67,7.5,7.75,7.42,7.75,7.75,10,10,10,7.58,,83.42
391,7.42,7.75,7.67,7.58,7.67,7.67,10,10,10,7.67,,83.42
392,7.5,7.75,7.58,7.5,7.67,7.75,10,10,10,7.67,,83.42
393,7.58,7.58,7.58,7.67,7.75,7.67,10,10,10,7.58,,83.42
394,7.5,7.92,7.42,7.67,7.83,7.58,10,10,10,7.5,,83.42
395,7.58,7.25,7.5,7.92,7.92,7.42,10,10,10,7.83,,83.42
396,7.25,7.88,7.38,7.63,7.5,8.75,9,10,10,8,,83.38
397,7.75,7.5,7.75,7.58,7.58,7.58,10,10,10,7.58,,83.33
398,7.67,7.58,7.58,7.42,7.67,7.75,10,10,10,7.67,,83.33
399,7.83,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,,83.33
400,7.5,7.83,7.33,7.58,7.58,7.92,10,10,10,7.58,,83.33
401,7.75,7.75,7.5,7.67,7.5,7.58,10,10,10,7.58,,83.33
402,7.67,7.75,7.42,7.83,7.83,7.42,10,10,10,7.42,,83.33
403,7.75,7.58,7.67,7.58,7.58,7.58,10,10,10,7.58,,83.33
404,7.67,7.67,7.58,7.67,7.5,7.58,10,10,10,7.67,,83.33
405,7.67,7.67,7.42,7.67,7.67,7.67,10,10,10,7.58,,83.33
406,7.83,7.58,7.83,7.67,7.92,8,9.33,10,9.33,7.83,,83.33
407,7.5,7.67,7.67,7.5,7.83,7.17,10,10,10,8,,83.33
408,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10,10,7.5,,83.33
409,7.58,7.5,7.67,7.5,7.83,7.42,10,10,10,7.83,,83.33
410,7.67,7.67,7.5,7.67,7.92,7.42,10,10,10,7.5,,83.33
411,7.83,7.67,7.17,7.67,7.67,7.67,10,10,10,7.67,,83.33
412,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10,10,7.83,,83.33
413,7.75,7.67,7.33,7.5,7.5,7.75,10,10,10,7.83,,83.33
414,7.5,7.67,7.67,7.58,7.67,7.58,10,10,10,7.67,,83.33
415,8.08,7.83,7.83,7.75,7.67,7.58,9.33,10,9.33,7.92,,83.33
416,7.58,7.67,7.58,7.5,7.83,7.67,10,10,10,7.5,,83.33
417,7.67,7.83,7.42,7.83,7.33,7.5,10,10,10,7.67,,83.25
418,7.5,7.5,7.83,7.5,7.67,7.67,10,10,10,7.58,,83.25
419,7.83,7.5,7.42,7.67,7.5,7.67,10,10,10,7.67,,83.25
420,7.5,7.58,7.42,7.83,7.67,7.58,10,10,10,7.67,,83.25
421,7.5,7.67,7.67,7.42,7.67,7.67,10,10,10,7.67,,83.25
422,7.58,7.67,7.42,7.5,7.67,7.42,10,10,10,8,,83.25
423,7.58,7.67,7.67,7.17,7.75,7.83,10,10,10,7.58,,83.25
424,7.83,7.75,7.5,7.58,7.58,7.58,10,10,10,7.42,,83.25
425,7.67,7.5,7.5,7.5,7.67,7.83,10,10,10,7.58,,83.25
426,7.92,7.83,7.75,7.58,7.5,7.33,10,10,10,7.33,,83.25
427,7.58,7.58,7.5,7.58,7.58,7.75,10,10,10,7.67,,83.25
428,7.5,7.67,7.58,7.67,7.67,7.5,10,10,10,7.67,,83.25
429,7.83,7.5,7.67,7.33,7.67,7.67,10,10,10,7.58,,83.25
430,7.58,7.75,7.5,7.5,7.58,7.58,10,10,10,7.75,,83.25
431,7.58,7.75,7.83,8,8.08,7.67,9.33,10,9.33,7.67,,83.25
432,7.75,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,,83.25
433,7.75,7.75,7.42,7.92,7.33,7.5,10,10,10,7.58,,83.25
434,7.83,7.58,7.08,7.83,7.42,8.08,10,10,10,7.42,,83.25
435,7.75,7.67,7.5,7.58,7.58,7.58,10,10,10,7.58,,83.25
436,7.67,7.58,7.58,7.42,7.83,7.58,10,10,10,7.58,,83.25
437,7.67,7.67,7.5,7.5,7.58,7.67,10,10,10,7.67,,83.25
438,7.92,7.75,7.25,7.42,7.83,7.58,10,10,10,7.5,,83.25
439,8,7.67,7.67,7.25,7.67,7.5,10,10,10,7.5,,83.25
440,7.92,7.75,7.5,7.42,7.42,7.67,10,10,10,7.58,,83.25
441,7.67,7.42,7.5,7.58,7.67,7.58,10,10,10,7.75,,83.17
442,7.58,7.58,7.33,7.67,7.75,7.58,10,10,10,7.67,,83.17
443,7.67,7.58,7.42,7.67,7.67,7.58,10,10,10,7.58,,83.17
444,7.92,7.5,7.5,7.58,7.67,7.5,10,10,10,7.5,,83.17
445,7.58,7.42,7.08,7.33,7.58,8.58,10,10,10,7.58,,83.17
446,7.67,7.75,7.42,7.75,7.58,7.5,10,10,10,7.5,,83.17
447,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,,83.17
448,7.5,7.67,7.33,7.67,7.67,7.67,10,10,10,7.67,,83.17
449,7.67,7.67,7.5,7.67,7.42,7.58,10,10,10,7.67,,83.17
450,7.5,7.5,7.33,7.67,8,7.67,10,10,10,7.5,,83.17
451,7.5,7.75,7.5,7.83,7.58,7.5,10,10,10,7.5,,83.17
452,7.92,7.67,7.42,7.75,7.5,7.5,10,10,10,7.42,,83.17
453,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,7.83,,83.17
454,7.67,7.58,7.58,7.75,7.42,7.67,10,10,10,7.5,,83.17
455,7.58,7.67,7.67,7.58,7.42,7.58,10,10,10,7.67,,83.17
456,7.58,7.5,7.5,7.67,7.5,7.67,10,10,10,7.75,,83.17
457,8,7.67,7.5,7.42,7.33,7.58,10,10,10,7.67,,83.17
458,7.58,7.75,7.5,7.58,7.58,7.58,10,10,10,7.58,,83.17
459,7.5,7.5,7.5,7.67,7.67,7.67,10,10,10,7.67,,83.17
460,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,,83.17
461,7.33,7.83,7.17,8.17,7.33,7.67,10,10,10,7.67,,83.17
462,7.5,7.5,7.58,7.42,7.92,7.67,10,10,10,7.58,,83.17
463,7.58,7.5,7.58,7.75,7.58,7.58,10,10,10,7.58,,83.17
464,7.67,7.83,7.33,7.67,7.5,7.67,10,10,10,7.5,,83.17
465,7.75,7.58,7.58,7.58,7.5,7.42,10,10,10,7.75,,83.17
466,7.75,7.67,7.58,7.5,7.42,7.58,10,10,10,7.67,,83.17
467,7.58,7.75,7.42,7.67,7.5,7.58,10,10,10,7.67,,83.17
468,7.67,7.5,7.5,7.5,7.58,8.17,10,10,10,7.25,,83.17
469,7.75,7.5,7.42,7.75,7.58,7.58,10,10,10,7.58,,83.17
470,7.58,7.67,7.5,7.58,7.67,7.67,10,10,10,7.5,,83.17
471,7.5,7.75,7.58,7.58,7.67,7.5,10,10,10,7.58,,83.17
472,7.75,7.67,7.58,7.5,7.58,7.58,10,10,10,7.5,,83.17
473,7.92,7.58,7.5,7.58,7.42,7.5,10,10,10,7.67,,83.17
474,7.75,7.5,7.67,7.5,7.92,8,10,10,9.33,7.5,,83.17
475,7.75,7.5,7.58,7.5,7.75,7.5,10,10,10,7.58,,83.17
476,7.58,7.75,7.67,7.5,7.67,7.58,10,10,10,7.42,,83.17
